id,day,name,meal,category,item
1530,2023-03-08,Merrill,Lunch,Soups,Organic Vegan Chili
1531,2023-03-08,Merrill,Lunch,Entrees,Bacon Cheeseburger Meatloaf
1532,2023-03-08,Merrill,Lunch,Entrees,Sauteed Rainbow Chard with Garlic Oil
1533,2023-03-08,Merrill,Lunch,Entrees,Tempeh Roasted with Salt
1534,2023-03-08,Merrill,Lunch,Entrees,Vegan Garlic Mashed Potatoes
1535,2023-03-08,Merrill,Lunch,Grill,Allergen Free Halal Chicken Thigh
1536,2023-03-08,Merrill,Lunch,Grill,Tofu with Kosher Salt
1537,2023-03-08,Merrill,Lunch,Pizza,Cheese Pizza
1538,2023-03-08,Merrill,Lunch,Pizza,Pepperoni Pizza
1539,2023-03-08,Merrill,Lunch,Clean Plate,Steamed Rice
1540,2023-03-08,Merrill,Lunch,Bakery,Vegan Raspberry Granola Bars
1541,2023-03-08,Merrill,Lunch,Open Bars,BAR Wings
1542,2023-03-08,Merrill,Lunch,Open Bars,BBQ Wings
1543,2023-03-08,Merrill,Lunch,Open Bars,Baked Beans
1544,2023-03-08,Merrill,Lunch,Open Bars,Condiments
1545,2023-03-08,Merrill,Lunch,Open Bars,Hawaiian Coleslaw
1546,2023-03-08,Merrill,Lunch,Open Bars,Hot 'N Spicy Wings
1547,2023-03-08,Merrill,Lunch,Open Bars,Teriyaki Glazed Wings
1548,2023-03-08,Merrill,Lunch,Open Bars,Vegan Tenders
1549,2023-03-08,Merrill,Lunch,DH Baked,Mexican Chocolate Cookie
1550,2023-03-08,Merrill,Dinner,Soups,Fire Roasted Corn Soup
1551,2023-03-08,Merrill,Dinner,Soups,Organic Vegan Chili
1552,2023-03-08,Merrill,Dinner,Entrees,Black Beans with Garlic
1553,2023-03-08,Merrill,Dinner,Entrees,Roast Pork Loin with Parsley and Shallot Sauce
1554,2023-03-08,Merrill,Dinner,Entrees,Roasted Brussels Sprouts
1555,2023-03-08,Merrill,Dinner,Entrees,Steamed Brown Rice
1556,2023-03-08,Merrill,Dinner,Grill,Allergen Free Halal Chicken Thigh
1557,2023-03-08,Merrill,Dinner,Grill,Tofu with Kosher Salt
1558,2023-03-08,Merrill,Dinner,Pizza,Cheese Pizza
1559,2023-03-08,Merrill,Dinner,Pizza,Pepperoni Pizza
1560,2023-03-08,Merrill,Dinner,Clean Plate,Steamed Rice
1561,2023-03-08,Merrill,Dinner,Bakery,Chocolate Mocha Cake
1562,2023-03-08,Merrill,Dinner,Bakery,Vegan Apple Cranberry Pie
1563,2023-03-08,Merrill,Dinner,Open Bars,Bar Indian
1564,2023-03-08,Merrill,Dinner,Open Bars,Basmati Rice Pullao
1565,2023-03-08,Merrill,Dinner,Open Bars,Chana Masala
1566,2023-03-08,Merrill,Dinner,Open Bars,Chicken Tikka Masala
1567,2023-03-08,Merrill,Dinner,Open Bars,Dal Saag
1568,2023-03-08,Merrill,Dinner,Open Bars,Original Naan
1569,2023-03-08,Merrill,Dinner,Open Bars,Potato Samosas
1570,2023-03-08,Porter,Breakfast,Breakfast,Banana and Coconut Pancakes
1571,2023-03-08,Porter,Breakfast,Breakfast,Ham Steaks
1572,2023-03-08,Porter,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1573,2023-03-08,Porter,Breakfast,Breakfast,Natural Bridges Tofu Scramble
1574,2023-03-08,Porter,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1575,2023-03-08,Porter,Breakfast,Breakfast,Roasted Yukon Gold Potatoes
1576,2023-03-08,Porter,Breakfast,Entrees,Cage-Free Scrambled Eggs
1577,2023-03-08,Porter,Breakfast,Clean Plate,Steamed Rice
1578,2023-03-08,Porter,Breakfast,Bakery,Apple Cinnamon Breakfast Bar
1579,2023-03-08,Porter,Breakfast,Bakery,Assorted Scones
1580,2023-03-08,Porter,Breakfast,Bakery,Lemon Blueberry Breakfast Bar
1581,2023-03-08,Porter,Breakfast,Bakery,Mocha Chip Breakfast Bar
1582,2023-03-08,Porter,Lunch,Soups,Organic Kale and Sweet Potato Soup
1583,2023-03-08,Porter,Lunch,Soups,Portuguese Sausage and Bean Soup
1584,2023-03-08,Porter,Lunch,Entrees,Orange Glazed Chicken
1585,2023-03-08,Porter,Lunch,Entrees,Orange Glazed Gardein
1586,2023-03-08,Porter,Lunch,Entrees,Steamed Bok Choy
1587,2023-03-08,Porter,Lunch,Grill,Allergen Free Halal Chicken Thigh
1588,2023-03-08,Porter,Lunch,Grill,Tofu with Kosher Salt
1589,2023-03-08,Porter,Lunch,Pizza,"Artichoke Flatbread with Tomato, Spinach, and Goat Cheese"
1590,2023-03-08,Porter,Lunch,Pizza,Cheese Pizza
1591,2023-03-08,Porter,Lunch,Clean Plate,Steamed Rice
1592,2023-03-08,Porter,Lunch,Open Bars,Armenian Salad
1593,2023-03-08,Porter,Lunch,Open Bars,Harissa Roasted Chicken
1594,2023-03-08,Porter,Lunch,Open Bars,North African Bar
1595,2023-03-08,Porter,Lunch,Open Bars,Roasted Cauliflower and Almond Salad
1596,2023-03-08,Porter,Lunch,Open Bars,Spiced Almond Couscous
1597,2023-03-08,Porter,Lunch,Open Bars,Tzatziki Sauce
1598,2023-03-08,Porter,Lunch,DH Baked,Mexican Chocolate Cookie
1599,2023-03-08,Porter,Dinner,Soups,Organic Kale and Sweet Potato Soup
1600,2023-03-08,Porter,Dinner,Soups,Portuguese Sausage and Bean Soup
1601,2023-03-08,Porter,Dinner,Entrees,Island Beef Steak
1602,2023-03-08,Porter,Dinner,Entrees,Roasted Carrots
1603,2023-03-08,Porter,Dinner,Entrees,Spicy Gardein with Garlic & Basil
1604,2023-03-08,Porter,Dinner,Grill,Allergen Free Halal Chicken Thigh
1605,2023-03-08,Porter,Dinner,Grill,Tofu with Kosher Salt
1606,2023-03-08,Porter,Dinner,Clean Plate,Steamed Rice
1607,2023-03-08,Porter,Dinner,Bakery,Chocolate Mocha Cake
1608,2023-03-08,Porter,Dinner,Bakery,Vegan Apple Cranberry Pie
1609,2023-03-08,Porter,Dinner,Open Bars,Condiments
1610,2023-03-08,Porter,Dinner,Open Bars,Egg Noodles
1611,2023-03-08,Porter,Dinner,Open Bars,Gluten Free Rotini Pasta
1612,2023-03-08,Porter,Dinner,Open Bars,Italian Roasted Squash and Carrots
1613,2023-03-08,Porter,Dinner,Open Bars,Marinara Sauce
1614,2023-03-08,Porter,Dinner,Open Bars,Meatball Bar
1615,2023-03-08,Porter,Dinner,Open Bars,Meatballs
1616,2023-03-08,Porter,Dinner,Open Bars,Swedish Mushroom Sauce
1617,2023-03-08,Porter,Dinner,Open Bars,Vegan Meatballs
1618,2023-03-08,Porter,Late Night,Grill,Allergen Free Halal Chicken Thigh
1619,2023-03-08,Porter,Late Night,Grill,Grilled Reuben Sandwich
1620,2023-03-08,Porter,Late Night,Grill,Sweet Potato Fries
1621,2023-03-08,Porter,Late Night,Grill,Tofu with Kosher Salt
1622,2023-03-08,Porter,Late Night,Pizza,"Artichoke Flatbread with Tomato, Spinach, and Goat Cheese"
1623,2023-03-08,Porter,Late Night,Pizza,Cheese Pizza
1624,2023-03-08,Porter,Late Night,Open Bars,Condiments
1625,2023-03-08,Porter,Late Night,Open Bars,Egg Noodles
1626,2023-03-08,Porter,Late Night,Open Bars,Gluten Free Rotini Pasta
1627,2023-03-08,Porter,Late Night,Open Bars,Italian Roasted Squash and Carrots
1628,2023-03-08,Porter,Late Night,Open Bars,Marinara Sauce
1629,2023-03-08,Porter,Late Night,Open Bars,Meatball Bar
1630,2023-03-08,Porter,Late Night,Open Bars,Meatballs
1631,2023-03-08,Porter,Late Night,Open Bars,Swedish Mushroom Sauce
1632,2023-03-08,Porter,Late Night,Open Bars,Vegan Meatballs
1633,2023-03-09,Nine,Breakfast,Breakfast,Blueberry Whole Wheat Pancakes
1634,2023-03-09,Nine,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1635,2023-03-09,Nine,Breakfast,Breakfast,Mexican Chorizo Sausage
1636,2023-03-09,Nine,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1637,2023-03-09,Nine,Breakfast,Breakfast,Triangle Hash Brown Patty
1638,2023-03-09,Nine,Breakfast,Breakfast,Vegan Happy Scramble
1639,2023-03-09,Nine,Breakfast,Entrees,Cage-Free Scrambled Eggs
1640,2023-03-09,Nine,Breakfast,Clean Plate,Steamed Rice
1641,2023-03-09,Nine,Lunch,Soups,Creamy Broccoli Cheddar Soup
1642,2023-03-09,Nine,Lunch,Soups,Xochitl Soup
1643,2023-03-09,Nine,Lunch,Entrees,Chicken Pot Pie
1644,2023-03-09,Nine,Lunch,Entrees,Peas & Onions
1645,2023-03-09,Nine,Lunch,Entrees,Vegan Pot Pie
1646,2023-03-09,Nine,Lunch,Grill,Sweet Potato Fries
1647,2023-03-09,Nine,Lunch,Grill,Vietnamese Pork Banh Mi Sandwich
1648,2023-03-09,Nine,Lunch,Pizza,Bacon and Ranch Pizza
1649,2023-03-09,Nine,Lunch,Pizza,Cheese Pizza
1650,2023-03-09,Nine,Lunch,Clean Plate,Allergen Free Halal Chicken Thigh
1651,2023-03-09,Nine,Lunch,Clean Plate,Steamed Rice
1652,2023-03-09,Nine,Lunch,Clean Plate,Tofu with Kosher Salt
1653,2023-03-09,Nine,Lunch,Bakery,Bakery Coconut Almond Magic Bar
1654,2023-03-09,Nine,Lunch,Open Bars,Armenian Salad
1655,2023-03-09,Nine,Lunch,Open Bars,Beef and Lamb Gyro with Peppers & Onion
1656,2023-03-09,Nine,Lunch,Open Bars,Eggplant with Tomato Sauce
1657,2023-03-09,Nine,Lunch,Open Bars,Falafels
1658,2023-03-09,Nine,Lunch,Open Bars,Pita Bread
1659,2023-03-09,Nine,Lunch,Open Bars,Tabouleh Salad
1660,2023-03-09,Nine,Lunch,Open Bars,Tzatziki Sauce
1661,2023-03-09,Nine,Dinner,Soups,Creamy Broccoli Cheddar Soup
1662,2023-03-09,Nine,Dinner,Soups,Xochitl Soup
1663,2023-03-09,Nine,Dinner,Entrees,Herb Roasted Fingerling Potatoes
1664,2023-03-09,Nine,Dinner,Entrees,Roasted Broccoli Rabe
1665,2023-03-09,Nine,Dinner,Entrees,Sicilian Artichoke Rockfish
1666,2023-03-09,Nine,Dinner,Entrees,White Beans
1667,2023-03-09,Nine,Dinner,Pizza,Bacon and Ranch Pizza
1668,2023-03-09,Nine,Dinner,Pizza,Cheese Pizza
1669,2023-03-09,Nine,Dinner,Clean Plate,Allergen Free Halal Chicken Thigh
1670,2023-03-09,Nine,Dinner,Clean Plate,Steamed Rice
1671,2023-03-09,Nine,Dinner,Clean Plate,Tofu with Kosher Salt
1672,2023-03-09,Nine,Dinner,Bakery,Apricot Cake
1673,2023-03-09,Nine,Dinner,Bakery,Red Velvet Cake
1674,2023-03-09,Nine,Dinner,Open Bars,Bar Indian
1675,2023-03-09,Nine,Dinner,Open Bars,Basmati Rice Pullao
1676,2023-03-09,Nine,Dinner,Open Bars,Cauliflower Lentil Dal
1677,2023-03-09,Nine,Dinner,Open Bars,Chicken Vindaloo
1678,2023-03-09,Nine,Dinner,Open Bars,Original Naan
1679,2023-03-09,Nine,Dinner,Open Bars,Potato Samosas
1680,2023-03-09,Nine,Dinner,Open Bars,Tofu Vindaloo
1681,2023-03-09,Nine,Late Night,Pizza,Bacon and Ranch Pizza
1682,2023-03-09,Nine,Late Night,Pizza,Cheese Pizza
1683,2023-03-09,Nine,Late Night,Clean Plate,Allergen Free Halal Chicken Thigh
1684,2023-03-09,Nine,Late Night,Clean Plate,Tofu with Kosher Salt
1685,2023-03-09,Nine,Late Night,Open Bars,Bar Indian
1686,2023-03-09,Nine,Late Night,Open Bars,Basmati Rice Pullao
1687,2023-03-09,Nine,Late Night,Open Bars,Cauliflower Lentil Dal
1688,2023-03-09,Nine,Late Night,Open Bars,Chicken Vindaloo
1689,2023-03-09,Nine,Late Night,Open Bars,Original Naan
1690,2023-03-09,Nine,Late Night,Open Bars,Potato Samosas
1691,2023-03-09,Nine,Late Night,Open Bars,Tofu Vindaloo
1692,2023-03-09,Cowell,Breakfast,Breakfast,Cajun Roasted Red Potatoes
1693,2023-03-09,Cowell,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1694,2023-03-09,Cowell,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1695,2023-03-09,Cowell,Breakfast,Breakfast,Sausage Links
1696,2023-03-09,Cowell,Breakfast,Breakfast,Texas French Toast
1697,2023-03-09,Cowell,Breakfast,Breakfast,Thai Tofu Scramble
1698,2023-03-09,Cowell,Breakfast,Entrees,Cage-Free Scrambled Eggs
1699,2023-03-09,Merrill,Breakfast,Breakfast,Buttermilk Pancakes
1700,2023-03-09,Merrill,Breakfast,Breakfast,Chicken Apple Sausage
1701,2023-03-09,Merrill,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1702,2023-03-09,Merrill,Breakfast,Breakfast,Harissa Potatoes
1703,2023-03-09,Merrill,Breakfast,Breakfast,Natural Bridges Tofu Scramble
1704,2023-03-09,Merrill,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1705,2023-03-09,Merrill,Breakfast,Entrees,Cage-Free Scrambled Eggs
1706,2023-03-09,Merrill,Breakfast,Clean Plate,Steamed Rice
1707,2023-03-09,Merrill,Breakfast,Bakery,Blueberry Oat Bran Breakfast Bar
1708,2023-03-09,Merrill,Breakfast,Bakery,Lemon Poppyseed Breakfast Bar
1709,2023-03-09,Merrill,Breakfast,Bakery,Zucchini Bread
1710,2023-03-09,Merrill,Lunch,Soups,Lentil & Lemon Soup
1711,2023-03-09,Merrill,Lunch,Entrees,Orange Glazed Chicken
1712,2023-03-09,Merrill,Lunch,Entrees,Orange Glazed Gardein
1713,2023-03-09,Merrill,Lunch,Entrees,Roasted Green Beans in Garlic Oil
1714,2023-03-09,Merrill,Lunch,Entrees,Steamed Brown Rice
1715,2023-03-09,Merrill,Lunch,Grill,Allergen Free Halal Chicken Thigh
1716,2023-03-09,Merrill,Lunch,Grill,Tofu with Kosher Salt
1717,2023-03-09,Merrill,Lunch,Pizza,Cheese Pizza
1718,2023-03-09,Merrill,Lunch,Pizza,Thai Chicken Pizza
1719,2023-03-09,Merrill,Lunch,Clean Plate,Steamed Rice
1720,2023-03-09,Merrill,Lunch,Bakery,Bakery Coconut Almond Magic Bar
1721,2023-03-09,Merrill,Lunch,Open Bars,Bar Pasta
1722,2023-03-09,Merrill,Lunch,Open Bars,Cheese Ravioli
1723,2023-03-09,Merrill,Lunch,Open Bars,Cheesy Garlic Bread Sticks
1724,2023-03-09,Merrill,Lunch,Open Bars,Condiments
1725,2023-03-09,Merrill,Lunch,Open Bars,Gluten Free Rotini Pasta
1726,2023-03-09,Merrill,Lunch,Open Bars,Marinara Sauce
1727,2023-03-09,Merrill,Lunch,Open Bars,Penne
1728,2023-03-09,Merrill,Lunch,Open Bars,Pesto Cream Sauce
1729,2023-03-09,Merrill,Lunch,Open Bars,Sauteed Rainbow Chard with Garlic Oil
1730,2023-03-09,Merrill,Lunch,DH Baked,Vegan Chocolate Chip Cookie
1731,2023-03-09,Merrill,Lunch,Miscellaneous,Soup of the Day
1732,2023-03-09,Merrill,Dinner,Soups,Lentil & Lemon Soup
1733,2023-03-09,Merrill,Dinner,Entrees,Spicy Gardein with Garlic & Basil
1734,2023-03-09,Merrill,Dinner,Entrees,Sticky Rice
1735,2023-03-09,Merrill,Dinner,Grill,Allergen Free Halal Chicken Thigh
1736,2023-03-09,Merrill,Dinner,Grill,Tofu with Kosher Salt
1737,2023-03-09,Merrill,Dinner,Pizza,Cheese Pizza
1738,2023-03-09,Merrill,Dinner,Pizza,Thai Chicken Pizza
1739,2023-03-09,Merrill,Dinner,Clean Plate,Steamed Rice
1740,2023-03-09,Merrill,Dinner,Bakery,Apricot Cake
1741,2023-03-09,Merrill,Dinner,Bakery,Red Velvet Cake
1742,2023-03-09,Merrill,Dinner,Open Bars,Black Beans with Cumin Spice
1743,2023-03-09,Merrill,Dinner,Open Bars,Braised Kale with Shallots
1744,2023-03-09,Merrill,Dinner,Open Bars,Condiments
1745,2023-03-09,Merrill,Dinner,Open Bars,Peruvian Bar
1746,2023-03-09,Merrill,Dinner,Open Bars,Peruvian Beef Saltado
1747,2023-03-09,Merrill,Dinner,Open Bars,Roasted Corn
1748,2023-03-09,Merrill,Dinner,Open Bars,White Quinoa
1749,2023-03-09,Merrill,Dinner,DH Baked,Vegan Chocolate Chip Cookie
1750,2023-03-09,Merrill,Dinner,Miscellaneous,Soup of the Day
1751,2023-03-09,Porter,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1752,2023-03-09,Porter,Breakfast,Breakfast,Orange French Toast
1753,2023-03-09,Porter,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1754,2023-03-09,Porter,Breakfast,Breakfast,"Tempeh, Black Bean and Potato Hash"
1755,2023-03-09,Porter,Breakfast,Breakfast,Triangle Hash Brown Patty
1756,2023-03-09,Porter,Breakfast,Breakfast,Turkey Sausage Patties
1757,2023-03-09,Porter,Breakfast,Entrees,Cage-Free Scrambled Eggs
1758,2023-03-09,Porter,Breakfast,Clean Plate,Steamed Rice
1759,2023-03-09,Porter,Breakfast,Bakery,Blueberry Oat Bran Breakfast Bar
1760,2023-03-09,Porter,Breakfast,Bakery,Lemon Poppyseed Breakfast Bar
1761,2023-03-09,Porter,Breakfast,Bakery,Zucchini Bread
1762,2023-03-09,Porter,Lunch,Soups,Chicken and Pork Sausage Gumbo
1763,2023-03-09,Porter,Lunch,Soups,Sweet & Sour Mushroom Soup
1764,2023-03-09,Porter,Lunch,Entrees,Steamed Broccoli
1765,2023-03-09,Porter,Lunch,Entrees,Stir Fry Beef and Broccoli
1766,2023-03-09,Porter,Lunch,Grill,Allergen Free Halal Chicken Thigh
1767,2023-03-09,Porter,Lunch,Grill,Tofu with Kosher Salt
1768,2023-03-09,Porter,Lunch,Pizza,Cheese Pizza
1769,2023-03-09,Porter,Lunch,Pizza,New Orleans Pizza
1770,2023-03-09,Porter,Lunch,Clean Plate,Steamed Rice
1771,2023-03-09,Porter,Lunch,Open Bars,BAR Boardwalk Burgers
1772,2023-03-09,Porter,Lunch,Open Bars,Beef Burger
1773,2023-03-09,Porter,Lunch,Open Bars,Caramelized Onions
1774,2023-03-09,Porter,Lunch,Open Bars,Chili con Carne
1775,2023-03-09,Porter,Lunch,Open Bars,Hamburger Bun
1776,2023-03-09,Porter,Lunch,Open Bars,Sauteed Mushrooms
1777,2023-03-09,Porter,Lunch,Open Bars,Steak Cut Fries
1778,2023-03-09,Porter,Lunch,Open Bars,Vegan Malibu Burger Patty
1779,2023-03-09,Porter,Lunch,DH Baked,Vegan Chocolate Chip Cookie
1780,2023-03-09,Porter,Dinner,Soups,Chicken and Pork Sausage Gumbo
1781,2023-03-09,Porter,Dinner,Soups,Sweet & Sour Mushroom Soup
1782,2023-03-09,Porter,Dinner,Entrees,Cilantro Lime Chicken
1783,2023-03-09,Porter,Dinner,Entrees,Lemon Rice
1784,2023-03-09,Porter,Dinner,Entrees,Stir Fry Vegetables
1785,2023-03-09,Porter,Dinner,Entrees,Teriyaki Tofu
1786,2023-03-09,Porter,Dinner,Grill,Allergen Free Halal Chicken Thigh
1787,2023-03-09,Porter,Dinner,Grill,Tofu with Kosher Salt
1788,2023-03-09,Porter,Dinner,Clean Plate,Steamed Rice
1789,2023-03-09,Porter,Dinner,Bakery,Apricot Cake
1790,2023-03-09,Porter,Dinner,Bakery,Red Velvet Cake
1791,2023-03-09,Porter,Dinner,Open Bars,Bar Taqueria
1792,2023-03-09,Porter,Dinner,Open Bars,Condiments
1793,2023-03-09,Porter,Dinner,Open Bars,Corn Tortillas
1794,2023-03-09,Porter,Dinner,Open Bars,"Flour Tortilla 6"""
1795,2023-03-09,Porter,Dinner,Open Bars,Happy Plant Vegan Chorizo Crumbles and Potatoes
1796,2023-03-09,Porter,Dinner,Open Bars,Mexican Rice
1797,2023-03-09,Porter,Dinner,Open Bars,Rosarita Refried Pinto Beans
1798,2023-03-09,Porter,Dinner,Open Bars,Taqueria Chicken
1799,2023-03-09,Porter,Dinner,Open Bars,Taqueria Ground Beef
1800,2023-03-09,Porter,Dinner,DH Baked,Vegan Chocolate Chip Cookie
1801,2023-03-09,Porter,Late Night,Grill,Allergen Free Halal Chicken Thigh
1802,2023-03-09,Porter,Late Night,Grill,Chicken Nuggets
1803,2023-03-09,Porter,Late Night,Grill,French Fries
1804,2023-03-09,Porter,Late Night,Grill,Tofu with Kosher Salt
1805,2023-03-09,Porter,Late Night,Pizza,Cheese Pizza
1806,2023-03-09,Porter,Late Night,Pizza,New Orleans Pizza
1807,2023-03-09,Porter,Late Night,Open Bars,Bar Taqueria
1808,2023-03-09,Porter,Late Night,Open Bars,Condiments
1809,2023-03-09,Porter,Late Night,Open Bars,Corn Tortillas
1810,2023-03-09,Porter,Late Night,Open Bars,"Flour Tortilla 6"""
1811,2023-03-09,Porter,Late Night,Open Bars,Happy Plant Vegan Chorizo Crumbles and Potatoes
1812,2023-03-09,Porter,Late Night,Open Bars,Mexican Rice
1813,2023-03-09,Porter,Late Night,Open Bars,Rosarita Refried Pinto Beans
1814,2023-03-09,Porter,Late Night,Open Bars,Taqueria Chicken
1815,2023-03-09,Porter,Late Night,Open Bars,Taqueria Ground Beef
1816,2023-03-10,Nine,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1817,2023-03-10,Nine,Breakfast,Breakfast,Harissa Potatoes
1818,2023-03-10,Nine,Breakfast,Breakfast,Orange French Toast
1819,2023-03-10,Nine,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1820,2023-03-10,Nine,Breakfast,Breakfast,Thai Tofu Scramble
1821,2023-03-10,Nine,Breakfast,Breakfast,Turkey Sausage Patties
1822,2023-03-10,Nine,Breakfast,Entrees,Cage-Free Scrambled Eggs
1823,2023-03-10,Nine,Breakfast,Clean Plate,Steamed Rice
1824,2023-03-10,Nine,Lunch,Soups,Mushroom & Barley Soup
1825,2023-03-10,Nine,Lunch,Soups,Thai Coconut Curry Chicken Soup
1826,2023-03-10,Nine,Lunch,Entrees,Calypso Black Beans and Rice
1827,2023-03-10,Nine,Lunch,Entrees,Havana Banana BBQ'd Chicken
1828,2023-03-10,Nine,Lunch,Entrees,Roasted Carrots
1829,2023-03-10,Nine,Lunch,Grill,Barcelona Steak Sandwich
1830,2023-03-10,Nine,Lunch,Grill,Tater Tots
1831,2023-03-10,Nine,Lunch,Pizza,Cheese Pizza
1832,2023-03-10,Nine,Lunch,Pizza,Cilantro Flatbread with Red Onions and Mushrooms
1833,2023-03-10,Nine,Lunch,Clean Plate,Allergen Free Halal Chicken Thigh
1834,2023-03-10,Nine,Lunch,Clean Plate,Steamed Rice
1835,2023-03-10,Nine,Lunch,Clean Plate,Tofu with Kosher Salt
1836,2023-03-10,Nine,Lunch,Bakery,Cream Cheese Swirled Brownie
1837,2023-03-10,Nine,Lunch,Open Bars,Bar Pasta
1838,2023-03-10,Nine,Lunch,Open Bars,Bolognese Sauce
1839,2023-03-10,Nine,Lunch,Open Bars,Cheese Tortellini
1840,2023-03-10,Nine,Lunch,Open Bars,Cheesy Garlic Bread Sticks
1841,2023-03-10,Nine,Lunch,Open Bars,Condiments
1842,2023-03-10,Nine,Lunch,Open Bars,Gluten Free Rotini Pasta
1843,2023-03-10,Nine,Lunch,Open Bars,Marinara Sauce
1844,2023-03-10,Nine,Lunch,Open Bars,Penne
1845,2023-03-10,Nine,Lunch,Open Bars,Steamed Green Beans
1846,2023-03-10,Nine,Dinner,Soups,Mushroom & Barley Soup
1847,2023-03-10,Nine,Dinner,Soups,Thai Coconut Curry Chicken Soup
1848,2023-03-10,Nine,Dinner,Entrees,Apple Honey Ginger Pork Loin
1849,2023-03-10,Nine,Dinner,Entrees,Garlic Thyme Mushrooms
1850,2023-03-10,Nine,Dinner,Entrees,Red Parslied Potatoes and Olive Oil
1851,2023-03-10,Nine,Dinner,Entrees,Vegan Collard Greens
1852,2023-03-10,Nine,Dinner,Pizza,Cheese Pizza
1853,2023-03-10,Nine,Dinner,Pizza,Cilantro Flatbread with Red Onions and Mushrooms
1854,2023-03-10,Nine,Dinner,Clean Plate,Allergen Free Halal Chicken Thigh
1855,2023-03-10,Nine,Dinner,Clean Plate,Steamed Rice
1856,2023-03-10,Nine,Dinner,Clean Plate,Tofu with Kosher Salt
1857,2023-03-10,Nine,Dinner,Bakery,Chocolate Cream Pie
1858,2023-03-10,Nine,Dinner,Bakery,White Cake with Chocolate Frosting
1859,2023-03-10,Nine,Dinner,Open Bars,BAR Wings
1860,2023-03-10,Nine,Dinner,Open Bars,BBQ Wings
1861,2023-03-10,Nine,Dinner,Open Bars,Buffalo Cauliflower
1862,2023-03-10,Nine,Dinner,Open Bars,Condiments
1863,2023-03-10,Nine,Dinner,Open Bars,Hawaiian Coleslaw
1864,2023-03-10,Nine,Dinner,Open Bars,Hot 'N Spicy Wings
1865,2023-03-10,Nine,Dinner,Open Bars,Teriyaki Glazed Wings
1866,2023-03-10,Nine,Dinner,Open Bars,Vegan Tenders
1867,2023-03-10,Nine,Late Night,Pizza,Cheese Pizza
1868,2023-03-10,Nine,Late Night,Pizza,Cilantro Flatbread with Red Onions and Mushrooms
1869,2023-03-10,Nine,Late Night,Clean Plate,Allergen Free Halal Chicken Thigh
1870,2023-03-10,Nine,Late Night,Clean Plate,Tofu with Kosher Salt
1871,2023-03-10,Nine,Late Night,Open Bars,BAR Wings
1872,2023-03-10,Nine,Late Night,Open Bars,BBQ Wings
1873,2023-03-10,Nine,Late Night,Open Bars,Buffalo Cauliflower
1874,2023-03-10,Nine,Late Night,Open Bars,Condiments
1875,2023-03-10,Nine,Late Night,Open Bars,Hawaiian Coleslaw
1876,2023-03-10,Nine,Late Night,Open Bars,Hot 'N Spicy Wings
1877,2023-03-10,Nine,Late Night,Open Bars,Teriyaki Glazed Wings
1878,2023-03-10,Nine,Late Night,Open Bars,Vegan Tenders
1879,2023-03-10,Cowell,Breakfast,Breakfast,Blueberry Whole Wheat Pancakes
1880,2023-03-10,Cowell,Breakfast,Breakfast,Chicken Apple Sausage
1881,2023-03-10,Cowell,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1882,2023-03-10,Cowell,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1883,2023-03-10,Cowell,Breakfast,Breakfast,Roasted Yukon Gold Potatoes
1884,2023-03-10,Cowell,Breakfast,Breakfast,"Tempeh, Black Bean and Potato Hash"
1885,2023-03-10,Cowell,Breakfast,Entrees,Cage-Free Scrambled Eggs
1886,2023-03-10,Cowell,Breakfast,Clean Plate,Steamed Rice
1887,2023-03-10,Cowell,Breakfast,Bakery,House Baked Cinnamon Rolls
1888,2023-03-10,Cowell,Breakfast,Bakery,Maple Pecan Breakfast Bar
1889,2023-03-10,Cowell,Breakfast,Bakery,Strawberry Crunch Breakfast Bar
1890,2023-03-10,Cowell,Lunch,Soups,Chicken Spaetzle Soup
1891,2023-03-10,Cowell,Lunch,Soups,Chipotle Cuban Black Bean Soup
1892,2023-03-10,Cowell,Lunch,Entrees,Garlic Thyme Mushrooms
1893,2023-03-10,Cowell,Lunch,Entrees,Herbed Lentils
1894,2023-03-10,Cowell,Lunch,Entrees,Italian Roasted Tofu
1895,2023-03-10,Cowell,Lunch,Entrees,Marinara Sauce
1896,2023-03-10,Cowell,Lunch,Entrees,Meatballs
1897,2023-03-10,Cowell,Lunch,Entrees,Roasted Garlic Oil
1898,2023-03-10,Cowell,Lunch,Entrees,Steamed Green Beans
1899,2023-03-10,Cowell,Lunch,Grill,Allergen Free Halal Chicken Thigh
1900,2023-03-10,Cowell,Lunch,Grill,Tofu with Kosher Salt
